prop,propLabel,count,total humans with ID,SDBM is % of total,Reviewer(s),Query,Thoughts
http://www.wikidata.org/entity/P8849,"""CONOR.BG ID""@en",421,19189,2.19,,,
http://www.wikidata.org/entity/P4992,"""DBA ID""@en",25,1140,2.19,,,
http://www.wikidata.org/entity/P9098,"""BiblioLMC ID""@en",11,502,2.19,,,
http://www.wikidata.org/entity/P8179,"""Canadiana Name Authority ID""@en",1642,75263,2.18,,,
http://www.wikidata.org/entity/P2252,"""National Gallery of Art artist ID""@en",183,8455,2.16,,,
http://www.wikidata.org/entity/P6412,"""Gran Enciclopèdia de la Música ID (DEPRECATED)""@en",133,6226,2.14,,,
http://www.wikidata.org/entity/P3603,"""Minneapolis Institute of Art constituent ID""@en",103,4851,2.12,,,
http://www.wikidata.org/entity/P6329,"""Share-VDE 1.0 author ID""@en",9,424,2.12,,,
http://www.wikidata.org/entity/P9575,"""Australian Music Centre artist ID""@en",21,990,2.12,,,
http://www.wikidata.org/entity/P11042,"""Kloster- und Ordenslexikon ID""@en",12,566,2.12,,,
http://www.wikidata.org/entity/P1263,"""NNDB people ID""@en",772,36443,2.12,,,
http://www.wikidata.org/entity/P9141,"""Portal da Literatura ID""@en",17,809,2.10,,,
http://www.wikidata.org/entity/P9441,"""Wissens-Aggregator Mittelalter und Frühe Neuzeit ID""@en",108,5166,2.09,,,
http://www.wikidata.org/entity/P10337,"""doollee.com playwright ID""@en",1,48,2.08,,,
http://www.wikidata.org/entity/P2538,"""Nationalmuseum Sweden ID""@en",206,9928,2.07,,,
http://www.wikidata.org/entity/P9619,"""Price One Penny author ID""@en",8,386,2.07,,,
http://www.wikidata.org/entity/P5341,"""Poetry Foundation ID""@en",64,3119,2.05,,,
http://www.wikidata.org/entity/P3964,"""BDCYL authority ID""@en",11,538,2.04,,,
http://www.wikidata.org/entity/P9037,"""BHCL UUID""@en",1109,55313,2.00,,,
http://www.wikidata.org/entity/P8044,"""Frankfurter Personenlexikon ID""@en",20,999,2.00,,,
http://www.wikidata.org/entity/P5663,"""Académie de Versailles member ID""@en",4,201,1.99,,,
http://www.wikidata.org/entity/P2338,"""Musopen composer ID""@en",8,403,1.99,,,
http://www.wikidata.org/entity/P9459,"""Rekhta author ID""@en",11,555,1.98,,,
http://www.wikidata.org/entity/P3417,"""Quora topic ID""@en",391,19847,1.97,,,
http://www.wikidata.org/entity/P8589,"""Carl-Maria-von-Weber-Gesamtausgabe ID""@en",124,6296,1.97,,,
http://www.wikidata.org/entity/P9482,"""Catalogue of the General State Archives ID""@en",16,813,1.97,,,
http://www.wikidata.org/entity/P3430,"""SNAC ARK ID""@en",2701,137784,1.96,,,
http://www.wikidata.org/entity/P7512,"""startrek.com Database ID""@en",4,205,1.95,,,
http://www.wikidata.org/entity/P2533,"""WomenWriters ID""@en",84,4335,1.94,,,
http://www.wikidata.org/entity/P648,"""Open Library ID""@en",4228,219663,1.92,,,
http://www.wikidata.org/entity/P3277,"""KANTL member ID""@en",7,365,1.92,,,
http://www.wikidata.org/entity/P8094,"""GeneaStar person ID""@en",252,13174,1.91,,,
http://www.wikidata.org/entity/P7711,"""Joconde author ID""@en",125,6558,1.91,,,
http://www.wikidata.org/entity/P723,"""Digitale Bibliotheek voor de Nederlandse Letteren author ID""@en",472,24791,1.90,,,
http://www.wikidata.org/entity/P7157,"""The Top Tens ID""@en",12,636,1.89,,,
http://www.wikidata.org/entity/P9438,"""Europalexikon ID""@en",1,54,1.85,,,
http://www.wikidata.org/entity/P4431,"""Google Doodle""@en",30,1622,1.85,,,
http://www.wikidata.org/entity/P8783,"""AAGM person or institution ID""@en",40,2164,1.85,,,
http://www.wikidata.org/entity/P5617,"""Evene ID""@en",222,12211,1.82,,,
http://www.wikidata.org/entity/P5470,"""Scottish Poetry Library poet ID""@en",8,441,1.81,,,
http://www.wikidata.org/entity/P8833,"""Union Catalog of Armenian Libraries authority ID""@en",105,5797,1.81,,,
http://www.wikidata.org/entity/P10882,"""Met Constituent ID""@en",247,13806,1.79,,,
http://www.wikidata.org/entity/P7466,"""Edvard Munch's correspondence person ID""@en",13,727,1.79,,,
http://www.wikidata.org/entity/P5333,"""Bérose ID""@en",1,56,1.79,,,
http://www.wikidata.org/entity/P3051,"""Kindred Britain ID""@en",523,29940,1.75,,,
http://www.wikidata.org/entity/P9863,"""Gujarati Vishwakosh entry""@en",4,229,1.75,,,
http://www.wikidata.org/entity/P9105,"""Dictionnaire des journalistes ID""@en",11,630,1.75,,,
http://www.wikidata.org/entity/P950,"""Biblioteca Nacional de España ID""@en",3460,198235,1.75,,,
http://www.wikidata.org/entity/P1935,"""Database of Classical Scholars ID""@en",14,818,1.71,,,
http://www.wikidata.org/entity/P5273,"""Nelson-Atkins Museum of Art person ID""@en",57,3351,1.70,,,
http://www.wikidata.org/entity/P886,"""Lexicon istoric retic ID""@en",2,118,1.69,,,
http://www.wikidata.org/entity/P3888,"""Boijmans artist ID""@en",73,4351,1.68,,,
http://www.wikidata.org/entity/P11239,"""DFK Paris person ID""@en",187,11147,1.68,,,
http://www.wikidata.org/entity/P9981,"""L'Unificazione ID""@en",6,359,1.67,,,
http://www.wikidata.org/entity/P10382,"""Prosopographia Imperii Romani online ID""@en",1,60,1.67,,,
http://www.wikidata.org/entity/P5462,"""RHE professor ID""@en",10,602,1.66,,,
http://www.wikidata.org/entity/P8317,"""Philadelphia Museum of Art entity ID""@en",271,16426,1.65,,,
http://www.wikidata.org/entity/P3791,"""Art Renewal Center artist ID""@en",71,4308,1.65,,,
http://www.wikidata.org/entity/P9231,"""Archivo Linz de la Transición Española ID""@en",10,610,1.64,,,
http://www.wikidata.org/entity/P4611,"""LACMA ID""@en",1,61,1.64,,,
http://www.wikidata.org/entity/P2469,"""Theatricalia person ID""@en",30,1846,1.63,,,
http://www.wikidata.org/entity/P1614,"""History of Parliament ID""@en",347,21429,1.62,,,
http://www.wikidata.org/entity/P7502,"""Golden ID""@en",79,4883,1.62,,,
http://www.wikidata.org/entity/P10553,"""IxTheo authority ID""@en",3264,202283,1.61,,,
http://www.wikidata.org/entity/P1293,"""Royal Aero Club Aviator's Certificate ID""@en",1,62,1.61,,,
http://www.wikidata.org/entity/P5343,"""Poets.org poet ID""@en",34,2124,1.60,,,
http://www.wikidata.org/entity/P2383,"""CTHS person ID""@en",193,12095,1.60,,,
http://www.wikidata.org/entity/P7929,"""Roglo person ID""@en",478,30191,1.58,,,
http://www.wikidata.org/entity/P8210,"""LombardiaBeniCulturali artwork author ID""@en",71,4495,1.58,,,
http://www.wikidata.org/entity/P3987,"""SHARE Catalogue author ID""@en",2972,188625,1.58,,,
http://www.wikidata.org/entity/P5597,"""Artcyclopedia artist ID""@en",118,7568,1.56,,,
http://www.wikidata.org/entity/P5321,"""Museo del Prado artist ID""@en",35,2245,1.56,,,
http://www.wikidata.org/entity/P6900,"""NicoNicoPedia ID""@en",8,514,1.56,,,
http://www.wikidata.org/entity/P2015,"""Hansard (1803–2005) ID""@en",228,14747,1.55,,,
http://www.wikidata.org/entity/P10757,"""Personality Database profile ID""@en",33,2171,1.52,,,
http://www.wikidata.org/entity/P9178,"""Biblioteca Franco Serantini ID""@en",60,3955,1.52,,,
http://www.wikidata.org/entity/P5981,"""Encyclopedia Virginia ID""@en",9,595,1.51,,,
http://www.wikidata.org/entity/P4459,"""Spanish Biographical Dictionary ID""@en",383,25353,1.51,,,
http://www.wikidata.org/entity/P839,"""IMSLP ID""@en",236,15726,1.50,,,
http://www.wikidata.org/entity/P9634,"""AADFI member ID""@en",7,470,1.49,,,
http://www.wikidata.org/entity/P3846,"""DBC author ID""@en",148,9962,1.49,,,
http://www.wikidata.org/entity/P9528,"""Digital Library of Armenian Literature author ID""@en",6,408,1.47,,,
http://www.wikidata.org/entity/P9585,"""Lexikon der österreichischen Provenienzforschung ID""@en",2,137,1.46,,,
http://www.wikidata.org/entity/P3630,"""Babelio author ID""@en",670,45965,1.46,,,
http://www.wikidata.org/entity/P8439,"""SAH Archipedia architect ID""@en",1,69,1.45,,,
http://www.wikidata.org/entity/P6342,"""Dictionnaire des Wallons ID""@en",19,1325,1.43,,,
http://www.wikidata.org/entity/P2454,"""KNAW past member ID""@en",26,1820,1.43,,,
http://www.wikidata.org/entity/P5450,"""Biographisches Archiv der Psychiatrie  ID""@en",2,140,1.43,,,
http://www.wikidata.org/entity/P8935,"""Encyclopedia of the History of Ukraine ID""@en",2,141,1.42,,,
http://www.wikidata.org/entity/P271,"""CiNii Books author ID""@en",1475,105554,1.40,,,
http://www.wikidata.org/entity/P4025,"""Pinakothek artist ID""@en",56,4023,1.39,,,
http://www.wikidata.org/entity/P1368,"""National Library of Latvia ID""@en",579,41620,1.39,,,
http://www.wikidata.org/entity/P1047,"""Catholic Hierarchy person ID""@en",702,50471,1.39,,,
http://www.wikidata.org/entity/P8851,"""CONOR.SR ID""@en",382,27540,1.39,,,
http://www.wikidata.org/entity/P5921,"""Index of Historic Collectors and Dealers of Cubism ID""@en",2,145,1.38,,,
http://www.wikidata.org/entity/P5477,"""Les Voix de la poésie poet ID""@en",3,219,1.37,,,
http://www.wikidata.org/entity/P8686,"""Biographical Dictionary of Fourierism ID""@en",1,73,1.37,,,
http://www.wikidata.org/entity/P3023,"""Legacies of British Slave-ownership person ID""@en",22,1611,1.37,,,
http://www.wikidata.org/entity/P5618,"""LOA ID""@en",2,147,1.36,,,
http://www.wikidata.org/entity/P2041,"""National Gallery of Victoria artist ID""@en",52,3837,1.36,,,
http://www.wikidata.org/entity/P2163,"""FAST ID""@en",5825,432070,1.35,,,
http://www.wikidata.org/entity/P8287,"""Worlds Without End author ID""@en",5,373,1.34,,,
http://www.wikidata.org/entity/P8899,"""Swedish National Library Arken ID""@en",44,3314,1.33,,,
http://www.wikidata.org/entity/P6829,"""Dictionary of Irish Biography ID""@en",102,7705,1.32,,,
http://www.wikidata.org/entity/P2349,"""Stuttgart Database of Scientific Illustrators ID""@en",105,7932,1.32,,,
http://www.wikidata.org/entity/P6038,"""AFAS author ID""@en",1,76,1.32,,,
http://www.wikidata.org/entity/P5376,"""Medicina author ID""@en",8,609,1.31,,,
http://www.wikidata.org/entity/P3218,"""Auñamendi ID""@en",102,7783,1.31,,,
http://www.wikidata.org/entity/P2945,"""British Book Trade Index ID""@en",17,1298,1.31,,,
http://www.wikidata.org/entity/P6059,"""Biographie vosgienne ID""@en",7,536,1.31,,,
http://www.wikidata.org/entity/P9885,"""Bing entity ID""@en",3,230,1.30,,,
http://www.wikidata.org/entity/P6002,"""WikiArt ID""@en",46,3532,1.30,,,
http://www.wikidata.org/entity/P2029,"""Dictionary of Ulster Biography ID""@en",20,1537,1.30,,,
http://www.wikidata.org/entity/P1015,"""NORAF ID""@en",2331,179617,1.30,,,
http://www.wikidata.org/entity/P6575,"""Académie de Rouen member ID""@en",4,309,1.29,,,
http://www.wikidata.org/entity/P10373,"""Mnemosine ID""@en",1,78,1.28,,,
http://www.wikidata.org/entity/P6081,"""RIA Novosti reference""@en",9,709,1.27,,,
http://www.wikidata.org/entity/P7311,"""Aozora Bunko author ID""@en",21,1655,1.27,,,
http://www.wikidata.org/entity/P9686,"""Classical Archives composer ID""@en",60,4740,1.27,,,
http://www.wikidata.org/entity/P9778,"""Looted Cultural Assets Database ID""@en",2,158,1.27,,,
http://www.wikidata.org/entity/P2028,"""United States Armed Forces service number""@en",1,79,1.27,,,
http://www.wikidata.org/entity/P10283,"""OpenAlex ID""@en",5,396,1.26,,,
http://www.wikidata.org/entity/P7580,"""AboutTheArtists artist ID""@en",4,317,1.26,,,
http://www.wikidata.org/entity/P10789,"""Lithuania Minor Encyclopedia ID""@en",16,1272,1.26,,,
http://www.wikidata.org/entity/P8518,"""Henrik Ibsen writings ID""@en",3,240,1.25,,,
http://www.wikidata.org/entity/P245,"""Union List of Artist Names ID""@en",1233,98756,1.25,,,
http://www.wikidata.org/entity/P3388,"""LittleSis people ID""@en",54,4331,1.25,,,
http://www.wikidata.org/entity/P865,"""BMLO ID""@en",82,6598,1.24,,,
http://www.wikidata.org/entity/P4930,"""Julien ID""@en",2,162,1.23,,,
http://www.wikidata.org/entity/P7614,"""Dictionary of Wisconsin History ID""@en",1,81,1.23,,,
http://www.wikidata.org/entity/P1473,"""BLPL author ID""@en",34,2757,1.23,,,
http://www.wikidata.org/entity/P3965,"""Bridgeman artist ID""@en",145,11761,1.23,,,
http://www.wikidata.org/entity/P3389,"""Royal Swedish Academy of Letters member ID""@en",17,1382,1.23,,,
http://www.wikidata.org/entity/P651,"""Biografisch Portaal van Nederland ID""@en",375,30614,1.22,,,
http://www.wikidata.org/entity/P3544,"""Te Papa agent ID""@en",71,5813,1.22,,,
http://www.wikidata.org/entity/P4145,"""Athenaeum person ID""@en",142,11778,1.21,,,
http://www.wikidata.org/entity/P6295,"""ARTIC artist ID""@en",70,5856,1.20,,,
http://www.wikidata.org/entity/P9466,"""Gyldendals Teaterleksikon ID""@en",22,1841,1.20,,,
http://www.wikidata.org/entity/P4211,"""Bashkir encyclopedia (Russian version) ID (former scheme)""@en",6,506,1.19,,,
http://www.wikidata.org/entity/P1255,"""HelveticArchives ID""@en",5,424,1.18,,,
http://www.wikidata.org/entity/P6804,"""Art Gallery of South Australia creator ID""@en",37,3155,1.17,,,
http://www.wikidata.org/entity/P2381,"""Academic Tree ID""@en",269,22970,1.17,,,
http://www.wikidata.org/entity/P3372,"""Auckland Art Gallery artist ID""@en",36,3095,1.16,,,
http://www.wikidata.org/entity/P5365,"""Internet Book Database of Fiction writer ID""@en",8,688,1.16,,,
http://www.wikidata.org/entity/P5469,"""Mormon Literature and Creative Arts Database artist ID""@en",8,693,1.15,,,
http://www.wikidata.org/entity/P8153,"""Accademia delle Scienze di Torino ID""@en",35,3036,1.15,,,
http://www.wikidata.org/entity/P6734,"""Archaeology Data Service person ID""@en",80,6968,1.15,,,
http://www.wikidata.org/entity/P2510,"""National Discography of Italian Song artist/group ID""@en",16,1399,1.14,,,
http://www.wikidata.org/entity/P4821,"""Cour des comptes magistrate ID""@en",2,176,1.14,,,
http://www.wikidata.org/entity/P6735,"""Watercolour World artist ID""@en",41,3612,1.14,,,
http://www.wikidata.org/entity/P6683,"""Alexander Turnbull Library ID""@en",165,14543,1.13,,,
http://www.wikidata.org/entity/P4210,"""Bashkir encyclopedia (Bashkir version) ID (former scheme)""@en",6,529,1.13,,,
http://www.wikidata.org/entity/P8149,"""Provenio ID""@en",4,353,1.13,,,
http://www.wikidata.org/entity/P4254,"""Banglapedia ID (Bengali)""@en",4,358,1.12,,,
http://www.wikidata.org/entity/P6228,"""RegiowikiAT ID""@en",28,2508,1.12,,,
http://www.wikidata.org/entity/P8992,"""1914-1918-Online ID""@en",4,359,1.11,,,
http://www.wikidata.org/entity/P5468,"""Historia de la Medicina person ID""@en",3,270,1.11,,,
http://www.wikidata.org/entity/P5553,"""IDIH ID""@en",1,90,1.11,,,
http://www.wikidata.org/entity/P8980,"""KANTO ID""@en",294,26838,1.10,,,
http://www.wikidata.org/entity/P5632,"""Persons of Indian Studies ID""@en",23,2104,1.09,,,
http://www.wikidata.org/entity/P5247,"""Giant Bomb ID""@en",17,1569,1.08,,,
http://www.wikidata.org/entity/P4601,"""Lives of WWI ID""@en",7,651,1.08,,,
http://www.wikidata.org/entity/P8805,"""LIMIS person ID""@en",41,3822,1.07,,,
http://www.wikidata.org/entity/P1006,"""Nationale Thesaurus voor Auteurs ID""@en",5689,533848,1.07,,,
http://www.wikidata.org/entity/P1280,"""CONOR.SI ID""@en",1427,134085,1.06,,,
http://www.wikidata.org/entity/P8251,"""CTHS author ID""@en",1,95,1.05,,,
http://www.wikidata.org/entity/P1564,"""At the Circulating Library ID""@en",27,2573,1.05,,,
http://www.wikidata.org/entity/P701,"""Dodis ID""@en",80,7624,1.05,,,
http://www.wikidata.org/entity/P6863,"""Digital Prosopography of the Roman Republic ID""@en",21,2005,1.05,,,
http://www.wikidata.org/entity/P8168,"""FactGrid item ID""@en",299,28586,1.05,,,
http://www.wikidata.org/entity/P1710,"""Sächsische Biografie (GND) ID""@en",18,1736,1.04,,,
http://www.wikidata.org/entity/P9434,"""Proveana ID""@en",3,292,1.03,,,
http://www.wikidata.org/entity/P2191,"""Vegetti Catalog of Fantastic Literature NILF ID""@en",50,4868,1.03,,,
http://www.wikidata.org/entity/P7293,"""PLWABN ID""@en",3757,367559,1.02,,,
http://www.wikidata.org/entity/P10416,"""Künstlerdatenbank ID""@en",7,688,1.02,,,
http://www.wikidata.org/entity/P3960,"""Base biographique AUTOR ID""@en",3,301,1.00,,,
http://www.wikidata.org/entity/P8189,"""National Library of Israel J9U ID""@en",4794,481181,1.00,,,
http://www.wikidata.org/entity/P268,"""Bibliothèque nationale de France ID""@en",5394,542119,0.99,,,
http://www.wikidata.org/entity/P7332,"""NMM artist ID""@en",1,102,0.98,,,
http://www.wikidata.org/entity/P2607,"""BookBrainz author ID""@en",12,1232,0.97,,,
http://www.wikidata.org/entity/P4687,"""Dictionnaire des peintres belges ID""@en",37,3831,0.97,,,
http://www.wikidata.org/entity/P4471,"""Rush Parliamentary Archive ID""@en",99,10259,0.97,,,
http://www.wikidata.org/entity/P6728,"""Dictionnaire des Vendéens ID""@en",2,211,0.95,,,
http://www.wikidata.org/entity/P6371,"""Archives of Maryland Biographical Series ID""@en",1,106,0.94,,,
http://www.wikidata.org/entity/P902,"""HDS ID""@en",221,23591,0.94,,,
http://www.wikidata.org/entity/P9556,"""LTit person ID""@en",9,964,0.93,,,
http://www.wikidata.org/entity/P6839,"""TV Tropes identifier""@en",12,1295,0.93,,,
http://www.wikidata.org/entity/P6077,"""British Museum bioID""@en",1,108,0.93,,,
http://www.wikidata.org/entity/P5368,"""National Gallery of Canada artist ID""@en",39,4215,0.93,,,
http://www.wikidata.org/entity/P4929,"""AINM ID""@en",7,757,0.92,,,
http://www.wikidata.org/entity/P866,"""Perlentaucher ID""@en",108,11697,0.92,,,
http://www.wikidata.org/entity/P7918,"""Médias 19 ID""@en",20,2192,0.91,,,
http://www.wikidata.org/entity/P10314,"""Archivio Biografico Comunale (Palermo) ID""@en",6,660,0.91,,,
http://www.wikidata.org/entity/P4215,"""nLab ID""@en",12,1329,0.90,,,
http://www.wikidata.org/entity/P8591,"""Grove Music Online ID""@en",200,22236,0.90,,,
http://www.wikidata.org/entity/P2418,"""Structurae person ID""@en",25,2800,0.89,,,
http://www.wikidata.org/entity/P5545,"""Paris Faculty of Letters professor ID (1809–1908)""@en",1,113,0.88,,,
http://www.wikidata.org/entity/P7032,"""Repertorium van ambtsdragers en ambtenaren ID""@en",26,2964,0.88,,,
http://www.wikidata.org/entity/P7400,"""LibraryThing author ID""@en",122,13940,0.88,,,
http://www.wikidata.org/entity/P9087,"""Econlib person ID""@en",1,115,0.87,,,
http://www.wikidata.org/entity/P7769,"""Australian National Maritime Museum person ID""@en",6,695,0.86,,,
http://www.wikidata.org/entity/P9809,"""Enciclopedia dell'Arte Antica ID""@en",1,116,0.86,,,
http://www.wikidata.org/entity/P8050,"""Women of Scotland subject ID""@en",1,116,0.86,,,
http://www.wikidata.org/entity/P6496,"""Biblioteca Virtual Andalucía authority ID""@en",1,117,0.85,,,
http://www.wikidata.org/entity/P9452,"""Brapci author ID""@en",1,117,0.85,,,
http://www.wikidata.org/entity/P5705,"""Los Angeles Review of Books author ID""@en",10,1172,0.85,,,
http://www.wikidata.org/entity/P8995,"""Lumières.Lausanne ID""@en",2,235,0.85,,,
http://www.wikidata.org/entity/P4081,"""BHL creator ID""@en",331,39020,0.85,,,
http://www.wikidata.org/entity/P7902,"""Deutsche Biographie (GND) ID""@en",5265,624469,0.84,,,
http://www.wikidata.org/entity/P4386,"""Virginia Sports Hall of Fame ID""@en",1,119,0.84,,,
http://www.wikidata.org/entity/P269,"""IdRef ID""@en",5781,688066,0.84,,,
http://www.wikidata.org/entity/P8219,"""ASUT ID""@en",9,1072,0.84,,,
http://www.wikidata.org/entity/P4563,"""Art Museum of Estonia artist ID""@en",5,598,0.84,,,
http://www.wikidata.org/entity/P4200,"""Christie's creator ID""@en",163,19613,0.83,,,
http://www.wikidata.org/entity/P4620,"""Merkelstiftung person ID""@en",5,604,0.83,,,
http://www.wikidata.org/entity/P1648,"""Dictionary of Welsh Biography ID""@en",37,4516,0.82,,,
http://www.wikidata.org/entity/P6925,"""Musicalics composer ID""@en",111,13576,0.82,,,
http://www.wikidata.org/entity/P5602,"""Chercheurs d'Asie ID""@en",1,124,0.81,,,
http://www.wikidata.org/entity/P535,"""Find a Grave memorial ID""@en",1030,128119,0.80,,,
http://www.wikidata.org/entity/P6403,"""TheatreOnline ID""@en",4,504,0.79,,,
http://www.wikidata.org/entity/P5361,"""BNB person ID""@en",337,42863,0.79,,,
http://www.wikidata.org/entity/P8172,"""Sejm-Wielki.pl profile ID""@en",407,51914,0.78,,,
http://www.wikidata.org/entity/P4177,"""Finnish National Gallery artist ID""@en",24,3103,0.77,,,
http://www.wikidata.org/entity/P1138,"""Kunstindeks Danmark Artist ID""@en",62,8093,0.77,,,
http://www.wikidata.org/entity/P7842,"""Vienna History Wiki ID""@en",111,14531,0.76,,,
http://www.wikidata.org/entity/P5503,"""Poetry Society of America poet ID""@en",5,656,0.76,,,
http://www.wikidata.org/entity/P1977,"""Les Archives du spectacle person ID""@en",159,20897,0.76,,,
http://www.wikidata.org/entity/P7430,"""Dictionary of Sculptors in Britain ID""@en",3,396,0.76,,,
http://www.wikidata.org/entity/P3392,"""Surman ID""@en",11,1456,0.76,,,
http://www.wikidata.org/entity/P1565,"""Enciclopedia de la Literatura en México ID""@en",10,1330,0.75,,,
http://www.wikidata.org/entity/P6722,"""FemBio ID""@en",82,10939,0.75,,,
http://www.wikidata.org/entity/P7644,"""Encyclopedia of Cleveland History ID""@en",1,134,0.75,,,
http://www.wikidata.org/entity/P2914,"""MSBI person ID""@en",11,1475,0.75,,,
http://www.wikidata.org/entity/P7357,"""Diccionari de la Literatura Catalana ID (DEPRECATED)""@en",23,3090,0.74,,,
http://www.wikidata.org/entity/P4887,"""Web umenia creator ID""@en",54,7260,0.74,,,
http://www.wikidata.org/entity/P4892,"""Siprojuris ID""@en",2,269,0.74,,,
http://www.wikidata.org/entity/P10874,"""gov.uk person ID""@en",9,1213,0.74,,,
http://www.wikidata.org/entity/P8854,"""Salzburgwiki ID""@en",26,3517,0.74,,,
http://www.wikidata.org/entity/P7467,"""Broadway Photographs person ID""@en",2,271,0.74,,,
http://www.wikidata.org/entity/P7847,"""DigitaltMuseum ID""@en",113,15323,0.74,,,
http://www.wikidata.org/entity/P4108,"""GEDBAS genealogy person ID""@en",1,136,0.74,,,
http://www.wikidata.org/entity/P2042,"""Artsy artist ID""@en",133,18128,0.73,,,
http://www.wikidata.org/entity/P4823,"""American National Biography ID""@en",145,19768,0.73,,,
http://www.wikidata.org/entity/P4359,"""gravsted.dk ID""@en",69,9508,0.73,,,
http://www.wikidata.org/entity/P1207,"""NUKAT ID""@en",4275,589732,0.72,,,
http://www.wikidata.org/entity/P7142,"""Poincaré Papers person ID""@en",4,560,0.71,,,
http://www.wikidata.org/entity/P9256,"""Diccionari de la traducció catalana ID""@en",5,711,0.70,,,
http://www.wikidata.org/entity/P4293,"""PM20 folder ID""@en",71,10166,0.70,,,
http://www.wikidata.org/entity/P5370,"""Entomologists of the World ID""@en",82,11760,0.70,,,
http://www.wikidata.org/entity/P1248,"""KulturNav-ID""@en",103,14796,0.70,,,
http://www.wikidata.org/entity/P10886,"""Austria-Forum person ID""@en",16,2299,0.70,,,
http://www.wikidata.org/entity/P5344,"""Printemps des poètes poet ID""@en",2,288,0.69,,,
http://www.wikidata.org/entity/P8569,"""YIVO Encyclopedia of Jews in Eastern Europe ID""@en",5,722,0.69,,,
http://www.wikidata.org/entity/P11041,"""kulturstiftung.org person ID""@en",19,2748,0.69,,,
http://www.wikidata.org/entity/P3553,"""Zhihu topic ID""@en",12,1737,0.69,,,
http://www.wikidata.org/entity/P5362,"""Académie des sciences morales et politiques member ID""@en",1,145,0.69,,,
http://www.wikidata.org/entity/P5641,"""PRELIB person ID""@en",14,2044,0.68,,,
http://www.wikidata.org/entity/P3187,"""Marburger Professorenkatalog ID""@en",6,880,0.68,,,
http://www.wikidata.org/entity/P5306,"""LONSEA ID""@en",9,1323,0.68,,,
http://www.wikidata.org/entity/P3154,"""Runeberg author ID""@en",126,18599,0.68,,,
http://www.wikidata.org/entity/P9629,"""Armeniapedia ID""@en",11,1646,0.67,,,
http://www.wikidata.org/entity/P4785,"""MYmovies name ID (former scheme)""@en",2,302,0.66,,,
http://www.wikidata.org/entity/P4073,"""Fandom wiki ID""@en",1,152,0.66,,,
http://www.wikidata.org/entity/P1213,"""NLC authorities""@en",27,4118,0.66,,,
http://www.wikidata.org/entity/P3221,"""New York Times topic ID""@en",4,611,0.65,,,
http://www.wikidata.org/entity/P5308,"""Dictionary of Scottish Architects ID""@en",7,1072,0.65,,,
http://www.wikidata.org/entity/P9134,"""Studio di Fonologia Musicale RAI person ID""@en",2,307,0.65,,,
http://www.wikidata.org/entity/P10670,"""Musik und Gender im Internet ID""@en",4,620,0.65,,,
http://www.wikidata.org/entity/P1233,"""Internet Speculative Fiction Database author ID""@en",172,26677,0.64,,,
http://www.wikidata.org/entity/P8235,"""LiederNet composer ID""@en",46,7141,0.64,,,
http://www.wikidata.org/entity/P3232,"""PhilPapers author ID""@en",3,479,0.63,,,
http://www.wikidata.org/entity/P7578,"""DUC ID""@en",52,8334,0.62,,,
http://www.wikidata.org/entity/P2949,"""WikiTree person ID""@en",1711,274974,0.62,,,
http://www.wikidata.org/entity/P6645,"""Stedelijk Museum Amsterdam ID""@en",28,4506,0.62,,,
http://www.wikidata.org/entity/P4104,"""Carnegie Hall agent ID""@en",117,18854,0.62,,,
http://www.wikidata.org/entity/P1819,"""genealogics.org person ID""@en",1385,223795,0.62,,,
http://www.wikidata.org/entity/P3595,"""Biografiskt Lexikon för Finland ID""@en",10,1636,0.61,,,
http://www.wikidata.org/entity/P10713,"""Biografiskt Lexikon för Finland ID (urn.fi)""@en",10,1636,0.61,,,
http://www.wikidata.org/entity/P244,"""Library of Congress authority ID""@en",7217,1182671,0.61,,,
http://www.wikidata.org/entity/P3360,"""Nobel Prize People Nomination ID""@en",25,4131,0.61,,,
http://www.wikidata.org/entity/P7425,"""Rotterdam City Archives actor ID""@en",7,1162,0.60,,,
http://www.wikidata.org/entity/P1556,"""zbMATH author ID""@en",273,45631,0.60,,,
http://www.wikidata.org/entity/P7012,"""World Encyclopedia of Puppetry Arts ID""@en",2,338,0.59,,,
http://www.wikidata.org/entity/P650,"""RKDartists ID""@en",619,104986,0.59,,,
http://www.wikidata.org/entity/P9918,"""Kallías ID""@en",571,97536,0.59,,,
http://www.wikidata.org/entity/P8419,"""Archive of Our Own tag""@en",1,171,0.58,,,
http://www.wikidata.org/entity/P2089,"""Library of Congress JukeBox ID (former scheme)""@en",12,2053,0.58,,,
http://www.wikidata.org/entity/P4457,"""DAHR artist ID""@en",57,9882,0.58,,,
http://www.wikidata.org/entity/P5657,"""National Humanities Medal winner ID""@en",1,174,0.57,,,
http://www.wikidata.org/entity/P7848,"""Frick Art Reference Library Artist File ID""@en",243,42572,0.57,,,
http://www.wikidata.org/entity/P5508,"""archINFORM person or group ID""@en",147,25858,0.57,,,
http://www.wikidata.org/entity/P9564,"""Biographical Dictionary of Chinese Christianity ID""@en",2,353,0.57,,,
http://www.wikidata.org/entity/P8432,"""Österreichisches Musiklexikon Online ID""@en",42,7463,0.56,,,
http://www.wikidata.org/entity/P227,"""GND ID""@en",7090,1260054,0.56,,,
http://www.wikidata.org/entity/P7433,"""FantLab author ID""@en",10,1805,0.55,,,
