prop,propLabel,count,total humans with ID,SDBM is % of total,Reviewer(s),Query,Thoughts
http://www.wikidata.org/entity/P6132,"""Playbill person ID""@en",1,1054,0.09,,,
http://www.wikidata.org/entity/P8125,"""Fandango person ID""@en",13,14126,0.09,,,
http://www.wikidata.org/entity/P8950,"""Dizionario degli artisti ID""@en",2,2174,0.09,,,
http://www.wikidata.org/entity/P2850,"""Apple Music artist ID (U.S. version)""@en",14,15246,0.09,,,
http://www.wikidata.org/entity/P2087,"""Crunchbase person ID""@en",2,2187,0.09,,,
http://www.wikidata.org/entity/P9227,"""Encyclopedia Titanica ID""@en",2,2187,0.09,,,
http://www.wikidata.org/entity/P6015,"""Handbook of Texas ID""@en",3,3328,0.09,,,
http://www.wikidata.org/entity/P7504,"""Jeugdliteratuur ID""@en",2,2223,0.09,,,
http://www.wikidata.org/entity/P4114,"""ADK member ID""@en",2,2224,0.09,,,
http://www.wikidata.org/entity/P9391,"""Česká divadelní encyklopedie ID""@en",1,1114,0.09,,,
http://www.wikidata.org/entity/P9430,"""Encyclopedia of Jewish Women ID""@en",1,1122,0.09,,,
http://www.wikidata.org/entity/P9232,"""Obituaries Australia ID""@en",5,5689,0.09,,,
http://www.wikidata.org/entity/P6792,"""Find NZ Artists ID""@en",2,2323,0.09,,,
http://www.wikidata.org/entity/P3946,"""Dictionary Grierson ID""@en",1,1186,0.08,,,
http://www.wikidata.org/entity/P9304,"""Encyclopedia of Melbourne ID""@en",1,1191,0.08,,,
http://www.wikidata.org/entity/P5366,"""Operissimo artist ID""@en",1,1196,0.08,,,
http://www.wikidata.org/entity/P4944,"""Premiers préfets ID""@en",1,1216,0.08,,,
http://www.wikidata.org/entity/P4724,"""Maitron ID""@en",4,4989,0.08,,,
http://www.wikidata.org/entity/P1902,"""Spotify artist ID""@en",25,31198,0.08,,,
http://www.wikidata.org/entity/P7300,"""MUBI person ID""@en",2,2511,0.08,,,
http://www.wikidata.org/entity/P1959,"""Dutch Senate person ID""@en",1,1273,0.08,,,
http://www.wikidata.org/entity/P3845,"""TV Guide person ID (former scheme)""@en",2,2588,0.08,,,
http://www.wikidata.org/entity/P6973,"""Personnel de l'administration préfectorale ID""@en",1,1302,0.08,,,
http://www.wikidata.org/entity/P2671,"""Google Knowledge Graph ID""@en",1619,2132766,0.08,,,
http://www.wikidata.org/entity/P6878,"""Amburger database ID""@en",3,4013,0.07,,,
http://www.wikidata.org/entity/P5359,"""Operone composer ID""@en",1,1349,0.07,,,
http://www.wikidata.org/entity/P6594,"""Guggenheim fellows ID""@en",14,19004,0.07,,,
http://www.wikidata.org/entity/P1828,"""IPI name number""@en",6,8204,0.07,,,
http://www.wikidata.org/entity/P6770,"""Swiss National Sound Archives ID""@en",2,2756,0.07,,,
http://www.wikidata.org/entity/P3172,"""World Bridge Federation ID""@en",1,1417,0.07,,,
http://www.wikidata.org/entity/P3056,"""TCM Movie Database person ID""@en",4,5682,0.07,,,
http://www.wikidata.org/entity/P5404,"""Rate Your Music artist ID""@en",18,25666,0.07,,,
http://www.wikidata.org/entity/P1728,"""AllMusic artist ID""@en",38,54576,0.07,,,
http://www.wikidata.org/entity/P6181,"""Disney A to Z ID""@en",1,1440,0.07,,,
http://www.wikidata.org/entity/P9163,"""Obrazi slovenskih pokrajin ID""@en",4,5866,0.07,,,
http://www.wikidata.org/entity/P6714,"""Whitney Museum of American Art artist ID""@en",2,2949,0.07,,,
http://www.wikidata.org/entity/P9426,"""Generals of World War II ID""@en",5,7429,0.07,,,
http://www.wikidata.org/entity/P1341,"""Italian Chamber of Deputies dati ID""@en",9,13824,0.07,,,
http://www.wikidata.org/entity/P4782,"""Movieplayer person ID""@en",2,3076,0.07,,,
http://www.wikidata.org/entity/P9692,"""LexM ID""@en",1,1566,0.06,,,
http://www.wikidata.org/entity/P4872,"""GEPRIS person ID""@en",1,1574,0.06,,,
http://www.wikidata.org/entity/P586,"""IPNI author ID""@en",34,53902,0.06,,,
http://www.wikidata.org/entity/P428,"""botanist author abbreviation""@en",34,53968,0.06,,,
http://www.wikidata.org/entity/P9720,"""fotoCH photographer ID""@en",2,3218,0.06,,,
http://www.wikidata.org/entity/P3192,"""Last.fm ID""@en",11,17760,0.06,,,
http://www.wikidata.org/entity/P3973,"""PIM authority ID""@en",19,30835,0.06,,,
http://www.wikidata.org/entity/P6517,"""WhoSampled artist ID""@en",3,4870,0.06,,,
http://www.wikidata.org/entity/P4936,"""SFMOMA artist ID""@en",2,3272,0.06,,,
http://www.wikidata.org/entity/P3706,"""RITVA Person ID""@en",1,1646,0.06,,,
http://www.wikidata.org/entity/P3361,"""PictoRight ID code""@en",2,3354,0.06,,,
http://www.wikidata.org/entity/P4450,"""HAL author ID""@en",1,1700,0.06,,,
http://www.wikidata.org/entity/P4589,"""Dreadnought Project page""@en",1,1713,0.06,,,
http://www.wikidata.org/entity/P8953,"""Students of Prague Universities ID""@en",6,10514,0.06,,,
http://www.wikidata.org/entity/P11345,"""Cinematografo.it name or company ID (new)""@en",2,3527,0.06,,,
http://www.wikidata.org/entity/P4768,"""cinematografo.it name or company ID""@en",2,3537,0.06,,,
http://www.wikidata.org/entity/P3478,"""Songkick artist ID""@en",20,35458,0.06,,,
http://www.wikidata.org/entity/P7052,"""Jaxsta profile ID""@en",3,5447,0.06,,,
http://www.wikidata.org/entity/P3142,"""EDb person ID""@en",3,5480,0.05,,,
http://www.wikidata.org/entity/P4991,"""Biographical Dictionary of Georgia ID""@en",3,5552,0.05,,,
http://www.wikidata.org/entity/P951,"""NSZL (VIAF) ID""@en",7,12993,0.05,,,
http://www.wikidata.org/entity/P3133,"""NSZL name authority ID""@en",7,12995,0.05,,,
http://www.wikidata.org/entity/P6351,"""Genius artist numeric ID""@en",5,9288,0.05,,,
http://www.wikidata.org/entity/P7215,"""Eiga.com person ID""@en",2,3745,0.05,,,
http://www.wikidata.org/entity/P5502,"""LRB contributor ID""@en",1,1895,0.05,,,
http://www.wikidata.org/entity/P3935,"""Chamber of Deputies of Italy storia ID""@en",6,11387,0.05,,,
http://www.wikidata.org/entity/P4285,"""Theses.fr person ID""@en",3,5777,0.05,,,
http://www.wikidata.org/entity/P6231,"""BDELIS ID""@en",4,7778,0.05,,,
http://www.wikidata.org/entity/P4084,"""MyAnimeList people ID""@en",5,10069,0.05,,,
http://www.wikidata.org/entity/P536,"""ATP player ID""@en",3,6063,0.05,,,
http://www.wikidata.org/entity/P2373,"""Genius artist ID""@en",7,14172,0.05,,,
http://www.wikidata.org/entity/P10266,"""AdoroCinema person ID""@en",6,13053,0.05,,,
http://www.wikidata.org/entity/P3984,"""subreddit""@en",1,2181,0.05,,,
http://www.wikidata.org/entity/P10033,"""Biografija.ru ID""@en",7,15656,0.04,,,
http://www.wikidata.org/entity/P10012,"""NSW Parliament member ID""@en",1,2259,0.04,,,
http://www.wikidata.org/entity/P2372,"""ODIS ID""@en",15,34201,0.04,,,
http://www.wikidata.org/entity/P1988,"""Le Delarge artist ID""@en",6,13772,0.04,,,
http://www.wikidata.org/entity/P7520,"""Filmový přehled person ID""@en",3,6897,0.04,,,
http://www.wikidata.org/entity/P6298,"""bgm.tv person ID""@en",4,9523,0.04,,,
http://www.wikidata.org/entity/P2638,"""TV.com ID""@en",3,7167,0.04,,,
http://www.wikidata.org/entity/P2639,"""Filmportal ID""@en",32,78142,0.04,,,
http://www.wikidata.org/entity/P5254,"""FilmTv.it person ID""@en",1,2484,0.04,,,
http://www.wikidata.org/entity/P4613,"""Encyclopedia of Modern Ukraine ID""@en",4,9969,0.04,,,
http://www.wikidata.org/entity/P6150,"""Academy Awards Database nominee ID""@en",3,7477,0.04,,,
http://www.wikidata.org/entity/P1258,"""Rotten Tomatoes ID""@en",5,12537,0.04,,,
http://www.wikidata.org/entity/P2190,"""C-SPAN person ID""@en",5,12682,0.04,,,
http://www.wikidata.org/entity/P549,"""Mathematics Genealogy Project ID""@en",102,261740,0.04,,,
http://www.wikidata.org/entity/P10660,"""C-SPAN person numeric ID""@en",5,12833,0.04,,,
http://www.wikidata.org/entity/P9995,"""MYmovies person ID""@en",12,30868,0.04,,,
http://www.wikidata.org/entity/P4438,"""BFI Films, TV and people ID""@en",2,5291,0.04,,,
http://www.wikidata.org/entity/P3305,"""KINENOTE person ID""@en",4,10937,0.04,,,
http://www.wikidata.org/entity/P7303,"""Grammy Awards artist ID""@en",1,2744,0.04,,,
http://www.wikidata.org/entity/P3114,"""ISzDb person ID""@en",2,5627,0.04,,,
http://www.wikidata.org/entity/P5534,"""Open Media Database person ID""@en",6,17282,0.03,,,
http://www.wikidata.org/entity/P6521,"""Crew United person ID""@en",2,5867,0.03,,,
http://www.wikidata.org/entity/P5035,"""Lambiek Comiclopedia artist ID""@en",3,9025,0.03,,,
http://www.wikidata.org/entity/P2909,"""SecondHandSongs artist ID""@en",2,6176,0.03,,,
http://www.wikidata.org/entity/P5337,"""Google News topics ID""@en",1,3140,0.03,,,
http://www.wikidata.org/entity/P1908,"""CWGC person ID""@en",1,3169,0.03,,,
http://www.wikidata.org/entity/P9404,"""OFDb person ID""@en",1,3186,0.03,,,
http://www.wikidata.org/entity/P9058,"""Fichier des personnes décédées ID (matchID)""@en",10,32328,0.03,,,
http://www.wikidata.org/entity/P8482,"""Český hudební slovník osob a institucí ID""@en",1,3484,0.03,,,
http://www.wikidata.org/entity/P2519,"""Scope.dk person ID""@en",6,20979,0.03,,,
http://www.wikidata.org/entity/P10879,"""Hamburger Professorinnen- und Professorenkatalog ID""@en",1,3605,0.03,,,
http://www.wikidata.org/entity/P2698,"""CricketArchive player ID""@en",5,18107,0.03,,,
http://www.wikidata.org/entity/P2168,"""Swedish Film Database person ID""@en",15,54586,0.03,,,
http://www.wikidata.org/entity/P8971,"""Cinémathèque québécoise person ID""@en",6,22207,0.03,,,
http://www.wikidata.org/entity/P2019,"""AllMovie person ID""@en",19,70761,0.03,,,
http://www.wikidata.org/entity/P7214,"""Allcinema person ID""@en",4,15132,0.03,,,
http://www.wikidata.org/entity/P7886,"""Media Arts Database ID""@en",2,7641,0.03,,,
http://www.wikidata.org/entity/P3136,"""elCinema person ID""@en",2,7797,0.03,,,
http://www.wikidata.org/entity/P9328,"""Universal Music France artist ID""@en",2,7817,0.03,,,
http://www.wikidata.org/entity/P5297,"""Companies House officer ID""@en",8,31499,0.03,,,
http://www.wikidata.org/entity/P4124,"""Who's Who in France biography ID""@en",6,23861,0.03,,,
http://www.wikidata.org/entity/P4574,"""Norwegian historical register of persons ID""@en",2,8052,0.02,,,
http://www.wikidata.org/entity/P1266,"""AlloCiné person ID""@en",18,74051,0.02,,,
http://www.wikidata.org/entity/P1186,"""MEP directory ID""@en",1,4185,0.02,,,
http://www.wikidata.org/entity/P345,"""IMDb ID""@en",103,436100,0.02,,,
http://www.wikidata.org/entity/P4252,"""All-Russian Mathematical Portal ID""@en",1,4311,0.02,,,
http://www.wikidata.org/entity/P4931,"""Todotango.com person ID""@en",1,4333,0.02,,,
http://www.wikidata.org/entity/P1665,"""Chessgames.com player ID""@en",4,17607,0.02,,,
http://www.wikidata.org/entity/P2435,"""PORT person ID""@en",14,61962,0.02,,,
http://www.wikidata.org/entity/P5239,"""Artists in Canada record number""@en",1,4434,0.02,,,
http://www.wikidata.org/entity/P8880,"""AstroGen ID""@en",1,4789,0.02,,,
http://www.wikidata.org/entity/P3435,"""VGMdb artist ID""@en",2,10162,0.02,,,
http://www.wikidata.org/entity/P1553,"""Yandex Music artist ID""@en",2,10264,0.02,,,
http://www.wikidata.org/entity/P4985,"""TMDB person ID""@en",49,252471,0.02,,,
http://www.wikidata.org/entity/P6616,"""Library of Parliament of Canada person ID""@en",1,5228,0.02,,,
http://www.wikidata.org/entity/P3901,"""ADAGP artist ID""@en",5,26638,0.02,,,
http://www.wikidata.org/entity/P5033,"""Filmweb.pl person ID""@en",4,21464,0.02,,,
http://www.wikidata.org/entity/P4130,"""USHMM person ID""@en",2,10759,0.02,,,
http://www.wikidata.org/entity/P2604,"""Kinopoisk person ID""@en",19,108371,0.02,,,
http://www.wikidata.org/entity/P1980,"""PolSys ID""@en",1,5732,0.02,,,
http://www.wikidata.org/entity/P4012,"""Semantic Scholar author ID""@en",7,41105,0.02,,,
http://www.wikidata.org/entity/P7571,"""Memorial Book Bundesarchiv ID""@en",5,29414,0.02,,,
http://www.wikidata.org/entity/P2697,"""ESPNcricinfo.com player ID""@en",5,29753,0.02,,,
http://www.wikidata.org/entity/P2605,"""ČSFD person ID""@en",18,115652,0.02,,,
http://www.wikidata.org/entity/P5284,"""Douban movie celebrity ID""@en",2,12870,0.02,,,
http://www.wikidata.org/entity/P4112,"""danskfilmogtv person ID""@en",1,6464,0.02,,,
http://www.wikidata.org/entity/P3040,"""SoundCloud ID""@en",2,13677,0.01,,,
http://www.wikidata.org/entity/P3520,"""databaseOlympics.com athlete ID (archived)""@en",1,6925,0.01,,,
http://www.wikidata.org/entity/P4955,"""MR Author ID""@en",21,150607,0.01,,,
http://www.wikidata.org/entity/P4666,"""CineMagia person ID""@en",5,36049,0.01,,,
http://www.wikidata.org/entity/P6921,"""MangaSeek person ID""@en",1,7219,0.01,,,
http://www.wikidata.org/entity/P3786,"""Danskefilm person ID""@en",1,7340,0.01,,,
http://www.wikidata.org/entity/P1331,"""PACE member ID""@en",1,7394,0.01,,,
http://www.wikidata.org/entity/P5952,"""Annuaire de la magistrature ID""@en",1,7514,0.01,,,
http://www.wikidata.org/entity/P2626,"""Danish National Filmography person ID""@en",5,38500,0.01,,,
http://www.wikidata.org/entity/P9613,"""ctext data entity ID""@en",3,24075,0.01,,,
http://www.wikidata.org/entity/P10028,"""Tennis Abstract player ID""@en",1,8377,0.01,,,
http://www.wikidata.org/entity/P3314,"""365Chess.com player ID""@en",2,17045,0.01,,,
http://www.wikidata.org/entity/P4663,"""DACS ID (former)""@en",7,65552,0.01,,,
http://www.wikidata.org/entity/P4208,"""Billboard artist ID""@en",1,9431,0.01,,,
http://www.wikidata.org/entity/P9109,"""Holocaust.cz person ID""@en",13,124600,0.01,,,
http://www.wikidata.org/entity/P9300,"""Terezín Memorial Database ID""@en",15,146913,0.01,,,
http://www.wikidata.org/entity/P7109,"""Acharts.co artist ID""@en",1,10459,0.01,,,
http://www.wikidata.org/entity/P8286,"""Olympedia people ID""@en",15,157668,0.01,,,
http://www.wikidata.org/entity/P6465,"""Democracy Club candidate ID""@en",1,10540,0.01,,,
http://www.wikidata.org/entity/P4514,"""Africultures person ID""@en",1,10852,0.01,,,
http://www.wikidata.org/entity/P5909,"""HKCAN ID""@en",2,21736,0.01,,,
http://www.wikidata.org/entity/P6705,"""Academia Sinica authority ID""@en",2,23913,0.01,,,
http://www.wikidata.org/entity/P10554,"""BillionGraves grave ID""@en",1,17524,0.01,,,
http://www.wikidata.org/entity/P3315,"""ChessTempo.com player ID""@en",1,17988,0.01,,,
http://www.wikidata.org/entity/P1447,"""Sports-Reference.com Olympic athlete ID (archived)""@en",7,132060,0.01,,,
http://www.wikidata.org/entity/P2006,"""ZooBank author ID""@en",1,19121,0.01,,,
http://www.wikidata.org/entity/P2387,"""Elonet person ID""@en",2,38590,0.01,,,
http://www.wikidata.org/entity/P3726,"""EU-Football.info player ID""@en",1,26355,0.00,,,
http://www.wikidata.org/entity/P2456,"""DBLP author ID""@en",2,60924,0.00,,,
http://www.wikidata.org/entity/P2397,"""YouTube channel ID""@en",1,31911,0.00,,,
http://www.wikidata.org/entity/P6634,"""LinkedIn personal profile ID""@en",2,64022,0.00,,,
http://www.wikidata.org/entity/P2013,"""Facebook ID""@en",3,106789,0.00,,,
http://www.wikidata.org/entity/P10632,"""OpenSanctions ID""@en",2,112398,0.00,,,
http://www.wikidata.org/entity/P3829,"""Publons author ID""@en",1,66294,0.00,,,
http://www.wikidata.org/entity/P1960,"""Google Scholar author ID""@en",1,70671,0.00,,,
http://www.wikidata.org/entity/P2002,"""Twitter username""@en",2,196695,0.00,,,
http://www.wikidata.org/entity/P497,"""CBDB ID""@en",4,422524,0.00,,,
http://www.wikidata.org/entity/P2003,"""Instagram username""@en",1,108492,0.00,,,
http://www.wikidata.org/entity/P6178,"""Dimensions author ID""@en",1,113931,0.00,,,
http://www.wikidata.org/entity/P1153,"""Scopus author ID""@en",3,528059,0.00,,,
http://www.wikidata.org/entity/P1053,"""ResearcherID""@en",1,264765,0.00,LR,https://w.wiki/85xH,SDBM identifier mistake
http://www.wikidata.org/entity/P496,"""ORCID iD""@en",2,1775980,0.00,,,
,,,,,,,
Query - ,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?prop ?propLabel  (COUNT(?prop) AS ?count) 
WHERE {{
SELECT ?prop ?propLabel 

WHERE 
{ ?item wdt:P9756 ?sdbmID . 
 ?item wdt:P31 wd:Q5 .
 
 
 
  
 
 ?item ?a ?value .   
 ?prop wikibase:propertyType wikibase:ExternalId .   
 ?prop wikibase:directClaim ?a . 
?prop rdfs:label ?propLabel filter (lang(?propLabel) = ""en"")
 }

      }

}
GROUP BY ?prop ?propLabel   ",,,,,,
